Semana,Agencia_ID,Canal_ID,Ruta_SAK,Cliente_ID,Producto_ID,Demanda_uni_equil
9,2057,1,1269,1016764,1309,2
8,2031,1,2811,2218563,30532,6
9,1220,1,1206,618901,2665,7
9,4051,1,2002,1146527,43064,1
6,1386,4,6604,4237219,8931,4
4,1629,1,1011,1179260,1109,6
8,1330,1,4501,816359,35651,0
6,1122,1,1496,2211778,1232,4
6,1349,1,2123,8055668,30552,3
4,1477,4,4715,1262367,43274,10
9,1998,1,1252,551883,32394,12
4,1310,1,1074,103568,37516,5
9,2016,1,1172,7823612,972,0
7,1381,4,6603,1906239,31506,14
5,2214,1,1103,583284,1216,6
5,1629,1,1265,177930,1238,2
8,1616,1,1211,672626,1232,0
4,1544,1,1237,523436,1232,1
7,3217,1,4401,4673362,35107,3
8,2031,1,1202,521832,2233,1
3,2211,1,4107,945991,5380,1
4,1445,1,2031,127223,43147,3
3,2034,1,1625,2265789,31720,1
7,1212,1,2107,1168871,43058,10
4,1912,1,1224,1027587,1212,2
3,1936,1,2013,4423858,43285,5
8,1113,1,1002,321884,1109,0
3,1656,1,1003,2040902,1125,1
6,1549,1,2811,1345711,5380,4
7,1312,1,1208,91271,1238,7
4,1437,1,1104,192627,36711,5
9,2244,2,1551,4359012,34206,24
4,1224,1,2152,604335,36747,3
4,2020,1,1218,2123762,35651,3
4,22560,1,1075,4568470,2233,2
5,3213,1,4419,74567,43069,5
8,4051,1,1010,1975286,34255,3
6,1126,1,1213,1587963,1284,5
4,2080,4,6607,1428726,5354,9
9,22362,1,1056,4283988,1160,2
5,2215,1,1105,306459,1129,4
3,4010,1,1245,4212271,43206,20
4,1912,1,2018,185638,36610,40
8,1333,1,1121,550698,2425,18
7,1375,1,1003,4588032,1109,3
8,1633,1,4502,4434730,43285,3
4,1120,1,2120,974862,30532,3
7,1220,1,1423,1249886,1232,4
8,1124,1,4435,1967226,35107,2
7,1216,1,2802,4445524,43285,10
5,1378,1,1265,2021093,2425,60
5,1629,1,1104,1427981,1240,2
3,1212,1,4406,2441007,43316,2
3,1218,1,4404,1162024,43069,10
3,3212,1,1416,225793,1278,16
3,1312,1,1026,3000032,37516,1
7,1955,1,1011,7938647,1146,2
3,1127,1,1420,428088,972,4
8,1632,1,4401,260411,40886,5
8,1245,1,2810,2463641,43067,0
3,1532,1,1152,1106277,35651,2
5,1617,1,1102,9633612,1232,1
8,2029,1,2024,947876,32302,2
9,2071,1,1057,229058,3631,2
7,1546,1,2805,519959,43307,3
4,2060,1,2857,3555206,43064,2
9,2032,1,2863,823680,43285,5
5,2021,1,4412,205363,43285,30
4,1420,1,1023,524392,46876,40
9,22414,1,1221,2087884,1278,2
5,1614,1,4503,277641,1212,0
7,1138,1,1201,4589868,1250,9
9,1217,1,2129,112354,36745,2
9,1219,1,4412,516293,43084,1
3,1312,1,1119,4376019,1216,2
9,1381,4,6608,27672,8931,36
8,2057,1,2869,8270073,43066,2
5,2650,4,6602,710222,43285,62
4,1124,1,1083,111974,1109,4
7,1121,1,1057,163077,3631,11
4,1120,1,4415,4221504,32861,2
9,1118,1,1203,4616688,1125,13
7,2214,1,1203,1382292,1216,2
9,2016,1,1069,185809,3631,1
5,2054,1,2012,282478,43069,14
4,1954,1,1288,2158234,1148,3
3,1219,1,1604,1692124,323,1
4,1219,1,1202,2312806,1250,2
6,1477,4,4716,1538530,30552,5
9,1211,7,3330,4189168,1373,1
6,1213,1,4487,327481,43084,2
6,22362,1,2117,279371,31310,7
3,1445,1,1225,1737278,43118,3
7,1636,1,1103,934149,3270,1
4,1531,1,2011,4674754,40680,6
8,1116,1,1060,2275905,1160,2
3,4037,1,2209,1329454,37058,3
4,1259,6,3228,66662,5310,5
3,1218,1,1403,4180251,1232,2
9,1311,1,1255,2261191,1146,3
9,2234,1,6502,497053,31298,1
8,1315,1,2861,2441154,43316,1
9,1153,1,1245,337323,1125,2
7,2653,1,4504,4674457,35309,3
7,1423,1,1109,808297,43206,15
7,2017,1,1174,1992109,1240,6
9,2032,1,1252,294782,1232,2
7,1534,1,2012,971246,36008,6
9,2082,4,4703,2128250,31310,21
9,1126,1,1410,987472,48417,20
5,1945,1,1269,257884,1146,3
6,1220,1,1223,1228020,1284,20
8,1332,1,2060,4685925,43065,1
4,1622,1,1151,9596409,32393,6
6,1224,1,2165,2246416,43058,4
7,2077,4,6609,2211460,40447,16
9,1331,1,2105,203274,35305,5
5,1633,1,2811,652395,30572,15
6,3221,1,1617,59686,303,3
6,1213,1,1405,1034612,48417,8
5,2012,1,2152,916047,30532,15
6,1312,1,1022,1506782,30173,1
8,1235,1,1203,4401106,1250,3
6,23669,1,2125,152832,30532,10
4,1334,1,2801,826626,43069,3
6,23669,1,6506,245728,106,1
6,1142,2,1,20984,43227,108
7,2030,1,2158,1184448,32940,1
6,2020,1,1602,4537685,31719,2
9,1116,1,2804,797334,35119,3
9,1955,1,1220,575572,1242,1
4,1124,1,1207,399895,48077,5
5,1471,1,1205,602205,43203,4
9,2036,1,2120,268743,32940,4
6,1636,1,1106,3009176,1242,4
7,1232,1,5001,217953,4259,4
9,1632,1,4403,264445,37058,1
5,1335,1,1158,204883,3270,6
6,4064,2,1530,146868,34204,33
8,2018,1,2864,290430,33871,0
7,1415,1,1018,4533323,34213,2
7,1331,1,1002,369399,1125,18
3,4010,1,1254,4421622,43196,4
7,2055,1,2127,4549389,35841,0
8,1471,1,2143,2170475,35309,10
3,1130,1,1408,325235,1278,5
3,1126,1,1060,1271086,1182,10
7,2045,1,1158,1734749,1238,1
3,1463,1,4411,403694,43307,20
5,1213,1,4481,554503,31625,2
7,1911,1,1070,4435923,3144,1
6,1635,1,1224,3010975,1160,7
4,2060,1,2851,937014,30813,3
7,1223,1,4501,4611348,1309,2
6,22362,1,1158,458393,1240,5
9,1331,1,1209,2321733,1232,2
4,2237,1,1256,2158658,3631,1
4,4041,1,1265,2381060,1169,9
3,1331,1,2009,195589,43285,42
5,2653,1,2131,43801,30532,27
6,2235,1,1206,4710909,1182,3
8,1350,1,1023,389598,1125,8
8,1222,1,1210,1252672,1212,2
8,2013,1,2823,4421689,40886,1
5,1555,1,2032,43253,43274,4
4,2032,1,2856,482833,30575,4
5,1111,1,1014,66911,2233,6
3,2211,1,4104,500363,40680,6
8,1636,1,1220,1906267,1240,1
3,1220,1,2119,2296744,43058,3
6,3213,1,1025,1865558,2233,4
9,1137,1,1474,477412,35651,25
4,2267,7,3302,667110,6469,5
5,1219,1,1608,41272,30214,10
7,2653,1,1040,1802213,2233,1
9,2030,1,2155,685916,36304,1
6,2014,1,1215,4177251,1250,2
6,1315,1,1275,597247,1284,25
9,1239,1,1025,4350126,1150,5
3,2057,1,1001,486687,1146,3
7,4041,1,1051,205464,1150,1
6,1420,1,1107,7832706,43200,3
9,1123,1,1454,103840,1250,5
4,1431,1,1121,2296578,43203,5
9,1366,1,2823,4741000,36610,1
7,1336,1,2803,1725087,43069,2
4,2213,1,4110,466569,43040,3
4,1121,1,1012,317094,46772,6
6,1245,1,1022,851027,2233,1
7,1437,1,1204,443990,43197,1
9,1310,1,1057,1981349,3144,1
4,1998,1,1055,29284,1109,7
5,1339,1,1218,946021,1150,1
7,1538,1,1152,326030,1232,2
9,1137,1,1642,1025564,40217,1
5,22090,1,1602,1891819,35141,1
5,2021,1,1209,4383734,1220,3
4,1152,4,1854,2179618,6505,8
5,23719,1,2813,4356686,34226,3
4,1963,1,1210,2485222,1182,3
5,1479,4,6608,810010,43204,26
4,1121,1,1408,2477668,1232,4
4,1120,1,1621,2393082,323,1
6,1419,1,2109,16614,32937,4
7,2012,1,1152,2465335,1064,3
5,1636,1,1004,290049,1109,3
8,1614,1,1027,4575729,4910,9
9,1451,4,4952,728045,43338,5
9,1657,4,6642,2223773,4270,4
3,2013,1,1218,1282240,1250,10
7,1245,1,2805,2427843,43069,4
9,1314,11,3903,540790,141,18
9,1235,1,1003,85141,3144,1
3,1618,1,2120,205199,43033,3
4,1222,1,1202,460234,1240,13
3,24049,1,1207,326448,1232,1
5,2038,1,2113,4488325,31310,4
6,2023,1,1601,297825,36008,6
6,1911,1,1007,447531,1109,3
5,1218,1,4414,17631,43084,1
6,1441,1,1138,4599937,43201,2
6,1217,1,1627,82799,323,2
5,1120,1,1451,855334,48417,7
8,1339,1,1007,328264,1109,1
8,22090,1,2803,1364042,35309,2
3,1614,1,1121,8674620,1309,1
6,2055,1,1066,197086,4910,3
8,1636,1,1206,1882341,1240,2
9,1117,1,1621,689948,323,0
7,1220,1,2815,4682609,31507,6
8,1126,1,1052,2053866,1125,14
5,1137,1,1071,625942,1160,2
5,1954,1,1019,570686,40447,2
9,1555,1,1121,42018,36711,1
5,1954,1,1216,1772276,1242,4
6,1330,1,1255,2227875,35651,4
9,1463,1,1033,86322,34892,2
4,1459,1,1115,729517,43203,3
9,1330,1,1251,599178,1160,2
3,1220,1,1404,1867958,1309,6
6,3215,1,2150,313876,30532,5
6,1232,1,2005,240232,35453,3
8,1623,1,1135,318206,1278,17
7,2015,1,2101,123296,40930,2
4,1471,1,1126,2093728,43197,3
8,1620,1,2111,8316563,30569,5
5,1357,2,1506,44699,48996,42
4,1119,1,1056,728975,1109,2
8,2237,1,2848,4644004,5380,1
3,1911,1,1279,105815,2233,1
8,1340,1,1253,4593559,1240,3
8,1220,1,2107,314084,35309,12
9,1470,1,1138,685664,43203,4
5,1112,1,2802,4573420,43066,1
8,1955,1,2113,572302,32940,3
5,2017,1,1178,392338,1220,2
8,1218,1,4405,1761837,43064,2
6,1112,1,1403,324419,32819,1
7,1222,1,1210,4502698,1250,6
9,1212,1,1615,4296626,31720,1
4,1634,1,1051,624380,31307,4
4,2034,1,4482,4242474,31514,14
6,3219,1,1652,426646,328,2
8,1332,1,2151,1728061,35305,3
9,1954,1,4506,1130897,1309,2
8,2229,1,1103,4513210,1687,2
9,1314,11,3952,39259,47336,5
4,1697,1,1265,279430,1309,1
3,1628,1,1278,4215237,1250,4
6,1656,1,1201,164532,1250,4
8,1632,1,1103,624868,1242,2
9,4041,1,1260,1026568,41938,3
4,1910,6,3201,5885891,31310,5
9,3216,1,1660,495747,325,2
7,1223,1,4463,111724,43285,26
3,2237,1,1139,775835,1230,8
7,1912,1,2004,113880,32302,5
9,1556,1,1008,4364759,43014,36
3,1613,1,1129,1055147,1238,1
5,3213,1,2111,44089,31310,5
7,1232,1,5011,205401,36960,1
6,1245,1,1228,1423733,1146,1
8,1945,1,1276,9647286,1212,1
6,2211,1,1236,469110,41938,2
7,1351,1,2052,119669,44088,1
5,2233,1,1208,2310383,1232,2
3,1419,1,4418,92419,43067,0
9,1336,1,2114,1193461,31507,2
5,1119,1,1460,2279171,1272,2
7,2034,1,1044,363581,1125,4
3,2066,2,1575,3970994,35052,5
7,3211,1,1017,850716,3631,3
6,1955,1,1115,1167410,1232,2
9,1546,1,2808,831412,31471,2
5,2040,1,4401,269081,43316,1
5,1344,1,2805,413257,30575,9
6,4017,4,4914,10770,30007,3
3,3214,1,4454,356015,43084,3
4,1123,1,1608,918659,3609,6
4,2216,1,2801,2363250,5337,3
8,1555,1,1225,4632826,34938,1
5,2013,1,2815,1908157,30532,2
7,1656,1,1003,108970,2233,3
6,1232,1,2015,197161,43066,3
9,1616,1,2819,2214722,35309,8
4,1912,1,1011,101719,1146,3
7,1238,1,1108,4525310,35651,3
9,1120,1,1082,4544385,2233,7
5,2030,1,2153,679634,32940,2
5,1344,1,1204,7454890,1216,5
6,1689,11,3911,4448397,5328,7
4,2017,1,1804,132278,4280,3
4,1340,1,1169,255607,35651,4
5,2015,1,1228,2143057,1250,2
4,1111,1,2110,4670645,30552,2
7,1332,1,1115,265211,1284,30
3,2043,1,5022,1941419,35113,2
9,1471,1,1038,2280812,34213,10
5,1311,1,1260,188617,1232,3
4,1613,1,1244,4430647,1220,1
3,1463,1,2833,2238939,37058,9
8,1344,1,2803,1512964,37361,5
8,22362,1,1237,4313112,47840,1
5,1912,1,2113,98457,30552,3
9,3215,1,4449,920760,40886,5
4,1631,1,2101,279854,30572,6
4,1911,1,1141,4536638,1212,3
9,1143,6,3216,147748,32393,50
3,3215,1,2140,4417965,36745,2
4,1698,1,1006,4453340,1129,1
4,22362,1,1151,279635,1250,3
4,1139,7,3313,351097,1238,4
7,2016,1,1303,1291498,1238,2
3,22414,1,1115,1500611,1216,6
3,1462,1,1109,144634,41843,8
5,1637,1,2833,7367035,43084,1
8,2018,1,1006,2272768,1150,1
5,2230,1,1239,2202724,1216,5
9,22362,1,1230,4626096,2233,2
4,1470,1,2107,1587338,30572,25
5,1616,1,2813,917392,35841,3
7,1968,1,2111,1185271,30576,2
8,4040,1,4466,231166,37058,13
8,22414,1,1015,624861,1182,4
8,1914,1,2154,4315896,37273,10
3,1954,1,1115,564030,1309,2
6,2057,1,4462,1948774,43147,4
3,2014,1,1103,390088,1232,2
7,1347,1,1289,1384172,2425,12
6,1636,1,1208,2311156,3270,1
7,1617,1,1004,1606193,6469,2
3,23879,1,1223,144245,1242,1
9,2215,1,1107,2037476,1250,4
3,1470,1,2015,1012100,43066,3
8,1462,1,2101,1538921,43058,4
5,2055,1,5057,486264,40217,6
3,2057,1,4419,1893001,37058,2
3,2218,1,4510,4610169,32939,4
8,1544,1,1236,525693,41938,2
9,1213,1,4491,2217693,43066,2
9,1218,1,2802,2200245,40930,1
7,2220,1,2122,2412723,30531,5
7,1459,1,1015,144983,43183,1
9,2263,1,1227,4471141,1182,2
9,22362,1,1058,799980,73,0
8,1153,1,2809,4360875,43069,2
7,1130,1,1296,4555279,1278,10
7,1223,1,1054,166539,1109,1
3,1275,4,6612,4413160,4270,11
8,1637,1,1112,272662,3270,1
4,1351,1,1261,498548,8940,20
5,1111,1,4417,1337540,43067,3
4,3215,1,2150,314137,43033,8
6,1351,1,1291,4653907,1284,25
9,1964,1,1001,633289,5707,2
4,1445,1,1046,727741,43246,2
6,1227,1,1012,581561,48077,7
5,4041,1,1263,2228569,36773,1
5,1111,1,4417,73976,43084,1
4,1126,1,1407,1566082,1064,1
7,3214,1,1621,4482542,328,1
6,1220,1,4404,1002215,43084,2
5,1221,1,2120,2247905,31507,2
6,2060,1,2853,4530331,36304,2
5,1633,1,1205,285041,1150,0
7,1212,1,1427,230551,35651,5
6,1333,1,2852,4406427,31507,2
8,1111,1,4410,1436294,43067,4
4,2216,1,1156,1574412,1125,7
3,2045,1,1262,8271679,45143,40
8,1554,4,6602,1707997,43220,11
8,2017,1,2817,4284222,43069,5
7,1310,1,1076,895653,1125,8
3,1334,1,2109,1537273,30572,3
3,1551,11,5745,2480966,4280,2
8,1137,1,1644,2485141,31717,2
5,1557,1,1127,989372,34938,13
8,4046,1,8002,117167,48577,6
8,2214,1,1204,7938779,34868,6
5,1232,1,1106,477757,1238,3
6,2235,1,1204,4123821,1278,10
4,2044,1,1105,1077122,2425,21
4,1350,1,1121,378416,1242,1
8,1130,1,2105,620215,35309,10
3,1217,1,4405,1250923,43285,9
7,1111,1,1420,1582344,1278,10
4,2235,1,1101,4390787,35651,10
4,2054,1,1242,4192371,1212,2
7,1337,1,2031,1318527,45111,6
6,2214,1,1216,306905,35651,2
6,2229,1,1125,4362104,1309,3
3,1955,1,1014,574853,2233,4
7,1117,1,1062,780010,1150,3
6,2217,1,4113,8439695,5000,6
7,2021,1,1210,1393579,4767,1
3,1212,1,1031,1465489,1182,6
5,1445,1,1051,126616,43059,5
6,1120,1,1606,1866653,35452,10
7,1914,1,2069,387077,43285,1
9,3213,1,1204,1339290,1250,1
5,1224,1,2155,846428,43033,10
5,1227,1,1239,580379,1278,6
3,1245,1,1024,83315,1109,3
9,2211,1,1043,500108,1146,3
9,1936,1,1069,1281813,1150,1
7,1936,1,1222,2028459,1232,1
6,2057,1,1279,4544781,1212,3
8,1311,1,1259,63644,1242,1
3,1555,1,5017,579352,35132,3
4,4037,1,1172,1035462,43199,1
5,1243,1,5014,440085,45143,40
4,1239,1,2805,125715,30532,1
5,24049,1,2801,2411321,30531,1
6,1232,1,2003,685996,43285,8
3,3212,1,2158,615301,36746,3
7,2071,1,1056,382778,2233,6
5,1236,1,1202,5974005,2233,2
3,1629,1,1240,1179605,1309,3
7,1351,1,2037,119891,37058,5
4,2021,1,2832,1178385,36746,1
4,1224,1,2153,603432,36748,3
7,1614,1,1210,280773,1125,5
8,1658,4,6627,1120709,4245,6
4,1420,1,2038,2433188,43147,5
4,1315,1,1152,123410,41938,4
8,1121,1,1047,710308,1129,4
5,2013,1,2013,14770,37058,6
3,1127,1,1218,4597090,1238,2
3,1631,1,2814,1306024,36610,40
5,2233,1,2805,1907239,30554,4
9,1117,1,1483,58376,1250,10
6,1371,4,6612,2124974,1242,23
4,1351,1,1152,139937,1212,1
5,2013,1,1203,4283979,3631,1
6,1212,1,1613,587124,4259,4
4,1138,1,1605,194957,4259,3
7,1311,1,2021,2233743,43064,0
9,2057,1,1270,995207,1284,10
8,1471,1,2143,1897568,35305,7
8,1952,1,2115,2136437,30532,4
9,2229,1,2139,2296277,30568,2
9,1311,1,2013,94684,43065,2
3,2218,1,1105,324177,1232,1
6,2024,1,4513,2345017,1250,5
4,1420,1,1118,1786921,43118,8
7,1614,1,1218,661974,1216,4
7,1375,1,1106,1310024,1242,22
8,1541,1,1651,160754,40217,1
7,1342,1,1210,378304,1284,5
6,1448,11,3938,1593453,43307,10
5,4040,1,1007,232146,43059,6
9,2081,4,6604,1389612,3144,2
7,2214,1,2801,1144908,32933,2
7,2037,1,1201,8046341,1212,4
6,1633,1,1001,104730,46772,9
5,1237,1,2161,276607,31310,14
3,1611,1,1260,193929,2233,3
6,3213,1,1412,74348,48417,5
3,2237,1,1236,1838708,1278,2
4,1237,1,1270,1163156,1232,1
7,1137,1,1071,226451,1109,1
8,1340,1,1067,4197563,6469,1
7,3214,1,4450,1575950,43285,15
6,1911,1,2169,102014,30532,24
4,1336,1,1056,4228768,2233,4
6,1333,1,1223,1054592,1240,2
3,1546,1,2808,509135,43064,2
9,1978,5,3006,653378,43202,48
7,2021,1,1163,203530,41938,6
8,1153,1,4405,357976,43065,2
4,2239,1,1262,1929649,41938,1
6,1420,1,2134,182675,30552,3
7,1222,1,1206,4380726,1150,1
8,1124,1,1120,184407,1242,6
6,1123,1,1460,4251148,41938,3
4,1122,1,1491,80063,1064,6
8,1631,1,1040,2294569,47840,3
3,1344,1,1121,2220556,8940,5
4,2032,1,1254,237538,1240,6
8,1344,1,2815,4492921,43039,2
3,4062,2,1519,77546,34258,6
4,1349,1,1026,397800,1109,5
8,2064,11,3910,4188993,4085,4
4,2653,1,2010,4464826,43274,3
6,1333,1,1032,4570035,4910,2
7,1451,1,1264,2397357,43251,2
4,2214,1,1205,4231417,1278,4
5,1615,1,1020,319347,1129,2
6,1437,1,1101,2110340,36711,5
3,1463,1,1233,1721200,34264,1
6,1963,4,6606,4434786,972,2
5,1219,1,4449,956251,43285,15
3,2230,1,1217,1521632,1284,20
5,2237,1,1010,1248713,3631,3
6,1936,1,1261,4607582,1232,1
7,1243,1,4401,5695,31588,1
6,1150,4,1852,16075,6502,5
3,2216,1,4512,8393385,1240,1
8,1339,1,2805,1242595,31514,1
7,2071,1,4503,3191684,1250,4
6,3213,1,1011,2350977,1146,7
9,1232,1,1107,1413802,1216,2
4,1555,1,1125,154396,43209,5
9,1237,1,1108,2079444,1309,2
4,1236,1,4426,89399,35453,5
3,1474,4,4706,838218,31310,15
9,1955,1,4521,961438,43064,2
7,2044,1,1236,1112830,2425,45
8,2019,1,2801,3965641,43069,1
7,1549,1,2813,1295052,30572,3
5,1339,1,2811,441289,30532,4
5,1339,1,1005,285054,1169,61
4,2214,1,1003,6792381,1109,10
7,1625,1,1191,531249,48417,7
4,1152,4,6605,927416,5310,100
4,4010,1,2205,113330,30572,6
9,3221,1,1603,26072,328,6
6,1616,1,1206,308647,2233,2
9,1618,1,1267,833269,2665,5
3,3212,1,1423,923170,1232,1
7,1463,1,1263,763661,35571,28
4,1111,1,2102,49553,43058,3
5,1245,1,1233,3966242,1220,2
4,4010,1,1189,1559662,43118,8
4,1631,1,1250,4362103,46772,1
9,2246,2,1514,2372017,43204,4
3,2015,1,1105,700024,35651,5
9,4010,1,1186,439394,43251,3
8,4013,4,4909,2041762,43118,8
5,2019,1,1212,5942762,2233,1
3,1550,1,1202,469705,1146,1
9,1628,1,1136,89388,1232,4
6,3213,1,1425,39632,41938,2
4,1245,1,1021,2072319,31307,2
4,1617,1,1203,1215390,1242,4
6,1423,1,1228,2006349,43206,3
3,2078,4,6616,4485519,1242,17
9,1112,1,2806,4665316,36745,2
6,23879,1,1223,1034494,1125,4
6,1451,1,2863,2457842,32861,1
7,1243,1,4404,5077,36748,1
4,1423,1,1229,8047200,43207,2
4,2038,1,1215,988160,35651,4
9,2629,1,1271,2089818,1064,1
8,1934,11,3927,50171,43316,3
7,2211,1,1211,496551,41938,3
3,1243,1,2815,6999,43285,10
3,1381,4,6610,22686,31719,3
3,2629,1,1056,245811,2233,14
7,2214,1,2802,1774950,5000,2
8,2019,1,1104,2418317,1242,1
5,2237,1,1255,1173217,1064,1
8,2276,1,4101,313558,5337,6
4,1616,1,2808,902632,30575,15
4,1550,1,6502,37890,40217,4
3,4040,1,1205,4204451,35571,1
7,1227,1,2824,1496041,36748,2
7,1552,1,1033,996401,43188,2
9,1123,1,1037,2357680,1125,9
9,1629,1,1242,745075,1278,8
9,4010,1,2114,1588954,30569,2
6,1335,1,2152,204634,30555,2
8,1117,1,1484,58730,1250,4
3,1914,1,1237,1681157,1240,3
8,22362,1,1235,1932276,1240,1
9,1242,1,1116,274234,1230,2
8,1945,1,2856,1846815,43069,2
4,4046,1,5012,1136230,43215,2
9,1236,1,1235,331057,1109,2
9,2240,1,1213,402333,1125,12
6,1336,1,1053,4527726,1146,2
6,2234,1,1033,4405241,2233,1
7,1420,1,2136,862704,30555,2
3,1556,1,1005,41706,3631,11
8,1549,1,1135,28572,36711,4
6,1552,1,1138,4513904,43220,3
5,2013,1,2018,1076688,43215,1
5,1914,1,1134,332415,1238,2
7,22187,1,4453,225496,32302,10
8,1315,1,2856,4653166,32934,2
3,2013,1,2819,1450669,43285,5
8,2032,1,1052,236464,35727,4
3,2057,1,1203,2220323,1232,2
9,1437,1,1102,1376362,43209,1
6,1114,2,98,2132937,33678,20
3,1213,1,1202,842456,1125,11
8,1216,1,2110,420119,30532,5
9,4017,4,4711,1127007,36537,2
6,1123,1,2830,1781646,43064,1
3,2045,1,1258,2045649,1150,2
6,1351,1,1253,1298261,2425,40
5,1636,1,4409,1083218,43274,3
3,1539,4,6657,2341718,5380,9
4,1119,1,1480,2054454,1232,1
9,1347,1,1288,882768,1284,20
7,1238,1,1223,33977,1109,8
9,1470,1,2014,2410098,43067,4
8,2016,1,1309,453543,1238,2
5,3215,1,2837,582580,32864,1
4,24539,1,1103,146563,43201,0
8,1120,1,1071,173777,3631,2
9,1954,1,2830,1155973,35309,1
7,1312,1,2157,2029469,43058,4
3,2256,4,6608,1066625,30574,20
8,1123,1,1223,920796,42434,10
9,3214,1,2158,2426809,36745,5
9,1137,1,1606,938662,35144,1
8,2237,1,1240,606040,1230,1
8,1471,1,1135,1951387,43200,3
6,3212,1,1030,222093,1160,1
4,1153,1,1227,1394008,1284,19
9,1531,1,1269,4382610,41843,10
4,2214,1,2810,7833014,36964,2
8,1124,1,1025,1576907,1125,8
3,2013,1,1233,1285189,1129,1
5,1138,1,1605,1259743,4259,3
6,1350,1,1222,4334051,1150,1
9,2071,1,2854,2078104,35309,3
9,24049,1,4101,2444528,31719,10
5,1112,1,1008,1690798,1129,2
4,2237,1,1139,4125588,41938,2
9,3212,1,4452,222068,32873,4
7,1616,1,1146,1698090,41938,2
7,1629,1,1108,266597,1250,13
5,1261,4,6604,1434012,4280,13
9,1626,1,2851,193865,30532,2
7,4013,4,4909,2166228,43342,8
3,1339,1,1206,672801,2425,10
3,1473,4,4708,17028,31471,5
4,2653,1,2126,406272,36304,4
4,2215,1,2107,1917742,31309,7
6,2036,1,1261,4558989,2425,5
7,1123,1,1405,1000632,1230,3
5,1419,1,2111,4165361,30552,4
6,1443,4,4911,156694,43005,11
4,1613,1,1123,491699,47840,4
3,1955,1,1102,573202,1212,1
9,1310,1,1065,1303720,1109,3
7,4041,1,1152,31953,48417,3
5,1262,4,6604,4334750,3270,5
7,1387,1,2001,412075,37058,10
7,2230,1,1213,4742271,1242,2
7,1945,1,1057,257346,31392,1
5,2038,1,2812,2118125,43285,6
5,1618,1,1258,2483873,1284,5
8,1616,1,1139,298728,47840,6
4,1153,1,1207,693296,1220,1
5,2040,1,1111,294025,1284,20
3,1463,1,1263,4495028,34255,6
3,1954,1,1117,2107410,1230,3
7,1217,1,1621,4492509,303,6
5,1142,2,99,4413467,30235,48
7,1614,1,4404,36581,37058,13
9,2012,1,1165,734610,1242,6
3,4040,1,1006,2387829,34215,1
4,1493,4,4710,4475309,43307,39
4,1459,1,4507,4394154,43118,3
7,2072,1,1151,667716,1232,3
4,1213,1,1403,1575962,1238,3
4,1945,1,1153,1152511,1216,3
6,1310,1,1073,92854,3631,4
8,1348,1,8002,2455187,1242,4
9,1375,1,1004,400622,1146,2
9,1227,1,1236,13908,1284,3
3,1622,1,1266,485108,1212,3
9,24669,1,1201,8233679,43220,4
8,1215,1,4404,577607,37058,12
4,2060,1,1209,4411980,1212,2
6,1613,1,4441,636578,43307,1
4,1137,1,1474,2441334,1687,1
3,1279,7,3328,4428788,30531,43
4,1453,1,1103,11152,43197,2
4,2016,1,1310,4477984,1284,10
3,1117,1,1275,780077,1250,7
7,1220,1,1422,1019519,1242,9
7,2214,1,1103,306060,1309,1
4,1629,1,1112,88555,1309,2
8,1340,1,1063,252156,1146,3
4,2235,1,4501,2163624,1309,2
4,1236,1,4521,4711857,43058,6
7,1279,7,3335,606710,1146,2
3,2015,1,2845,211957,40886,2
3,1344,1,1204,703219,2233,0
8,1911,1,1059,4496497,1150,15
5,2016,1,1323,183702,1284,5
9,1470,1,2004,1993298,36008,3
4,1311,1,2814,4524067,31310,4
6,1235,1,2809,332769,35453,3
3,1336,1,1065,261988,1150,4
5,1112,1,1422,2443330,1284,13
3,1911,1,1056,1558150,1146,8
7,1463,1,1131,130171,43118,2
6,2015,1,2108,728281,32937,1
8,1332,1,1104,171333,3270,1
9,2229,1,6511,1898783,31298,5
4,1351,1,1251,501832,48417,5
5,1245,1,1224,1007584,1232,2
6,1471,1,1206,729777,43202,2
3,2018,1,1007,133245,1146,2
7,1461,1,4503,4128086,31507,1
3,2215,1,4406,315922,35452,1
9,1130,1,1403,1116816,1278,16
8,1335,1,1151,183388,2425,31
5,1544,1,1233,1056151,1250,2
9,1116,1,1161,18025,1284,7
4,1453,1,2131,545784,32934,3
9,2013,1,1008,15109,1129,10
3,1176,4,6605,2242446,972,4
3,1213,1,4482,4514838,31625,3
4,1477,4,7054,437623,43118,15
4,1311,1,1060,4662270,1039,1
9,1116,1,4437,650921,37058,6
9,1130,1,1001,1977606,1146,4
4,1223,1,4464,1822289,43067,1
5,1637,1,1237,388906,1242,4
6,2055,1,1159,1427375,1309,4
3,1420,1,1128,513443,43203,16
4,1117,1,1622,65337,35141,2
3,4046,1,8004,115521,34215,5
5,1384,1,1205,4630169,1240,4
9,1235,1,1106,263561,48417,1
5,1212,1,1428,213821,1238,11
8,2020,1,1269,1774577,41938,0
9,22362,1,1153,3011444,31423,3
6,2216,1,1157,598531,48419,2
5,1546,1,1221,1510961,1150,119
5,1945,1,2160,4422330,36304,3
7,1216,1,2123,72595,37361,5
3,1471,1,1130,1994330,43251,2
7,22560,1,1226,2458522,1216,1
5,1431,1,1231,1715996,48578,5
6,1602,1,1211,4533604,1220,1
8,2030,1,1177,138047,1250,3
